orderId,orderDetailId, orderDate, dueDate,itemId,description,quantity,uom,preAssignedContainerId
"249127",249127.14,"2015-01-28 12:00:00","2015-01-28 12:00:00","TW-PA-MF","UNBLEACHED MULTIFOLD TOWELS-CASE OF 4000","2","CS",249127
"248181",248181.73,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-DN-P","Unbleached Dinner Napkins -pack","1","PK",248181
"249249",249249.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-DN-P","Unbleached Dinner Napkins -pack","20","PK",249249
"249240",249240.19,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-DN-P","Unbleached Dinner Napkins -pack","1","PK",249240
"249240",249240.21,"2015-01-28 12:00:00","2015-01-28 12:00:00","SL-PA-LG-P","12-20oz 100% PCW Paper Sleeves - Pack","1","PK",249240
"249083",249083.12,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-8","Compostable Lids for 8 oz cups","2","CS",249083
"248181",248181.120,"2015-01-28 12:00:00","2015-01-28 12:00:00","TW-PA-MF-P","Unbleached Mutifold Towels - pack","1","PK",248181
"249284",249284.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","TW-PA-MF-P","Unbleached Mutifold Towels - pack","3","PK",249284
"249281",249281.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-SC-UBB","BURRITO BOWL-UNBLEACHED -CASE OF 300","3","CS",249281
"248181",248181.10,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-SC-UBB-P","BURRITO BOWL-UNBLEACHED","1","PK",248181
"248181",248181.74,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-LN-P","Unbleached lunch napkins Compostable","1","PK",248181
"249282",249282.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX DIS","Sample Box Distributor","18","CS",249282
"249264",249264.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX DIS","Sample Box Distributor","1","CS",249264
"249127",249127.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BG-CS-39","39 Gal Liner-Compostable 100/case","2","CS",249127
"249250",249250.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BG-CS-45","45 Gal Liner -Compostable 100/case","1","CS",249250
"249083",249083.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BG-CS-55","55 Gallon Trash Liner - Corn Compostable","4","CS",249083
"248924",248924.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","FO-PS-R","Forks Retail Cornstarch 12x24","18","CS",248924
"248924",248924.6,"2015-01-28 12:00:00","2015-01-28 12:00:00","KN-PS-R","Knives Retail Cornstarch 12x24","9","CS",248924
"248924",248924.9,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-PS-R","Spoons Retail Cornstarch 12x24","18","CS",248924
"249276",249276.4.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12","12/16 oz Bowl Lids -PLA Compostable","5","CS",249276
"249276",249276.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12","12/16 oz Bowl Lids -PLA Compostable","1","CS",249276
"249259",249259.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12","12/16 oz Bowl Lids -PLA Compostable","2","CS",249259
"249256",249256.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12","12/16 oz Bowl Lids -PLA Compostable","8","CS",249256
"249088",249088.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12","12/16 oz Bowl Lids -PLA Compostable","18","CS",249088
"249135",249135.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12","12/16 oz Bowl Lids -PLA Compostable","1","CS",249135
"249250",249250.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BB-SC-U16","16OZ BOWLS-UNBLEACHED SUGAR CANE FIBER-","2","CS",249250
"249279",249279.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-9Q","9 oz Clear Squat Cups- Corn Compostable","1","CS",249279
"249276",249276.11,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-9Q","9 oz Clear Squat Cups- Corn Compostable","2","CS",249276
"249251",249251.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-9Q","9 oz Clear Squat Cups- Corn Compostable","1","CS",249251
"248181",248181.43,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-10-K-P","10 oz Hot Paper Cup Green Stripe 20/Pack","1","PK",248181
"248181",248181.63,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-12F-P","90mm PLA LIDS CASE OF 1000","1","PK",248181
"249240",249240.17,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-12F-P","90mm PLA LIDS CASE OF 1000","1","PK",249240
"248181",248181.96,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-CS-3-P","Tasting Spoons - 120F 15/pks","1","PK",248181
"249293",249293.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-32-P","32oz Round Deli Container PACKS OF 20/25","1","PK",249293
"249088",249088.10,"2015-01-28 12:00:00","2015-01-28 12:00:00","TRL-CS-8","8X6 Tray Lid","3","CS",249088
"248181",248181.115,"2015-01-28 12:00:00","2015-01-28 12:00:00","TRL-CS-10-P","10X7.5  Traylidingleo Compostable/packs","1","PK",248181
"248181",248181.116,"2015-01-28 12:00:00","2015-01-28 12:00:00","TRL-CS-10T-P","10X705 Three compart/Traylidingleo","1","PK",248181
"249253",249253.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12D","12 OZ DOUBLE WALL CUP COMPOS CS OF 1000","1","CS",249253
"248181",248181.12,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-TP-20-P","20 oz Bowl- Reusable Compostable PACKS","1","PK",248181
"249293",249293.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-TP-20-P","20 oz Bowl- Reusable Compostable PACKS","1","PK",249293
"248181",248181.77,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U12O-P","12 OVAL PLATES UNBLEACHED PLANT","1","PK",248181
"249281",249281.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-UBB","LID FOR BURRITO BOWLS COMPOS. CASE /300","3","CS",249281
"249271",249271.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-UBB","LID FOR BURRITO BOWLS COMPOS. CASE /300","16","CS",249271
"248924",248924.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","FD-PA-RT2-S","Shipping Boxes","18","CS",248924
"248181",248181.68,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-8-P","8oz round deli container/packs","1","PK",248181
"248924",248924.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","FD-PA-RT2-E","Paper Floor Display-Retail Empty Display","18","CS",248924
"249241",249241.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-12-SAMBAZON","12 oz Round Deli Container CASE OF 1000","100","CS",249241
"249293",249293.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BB-SC-U8-P","8oz Soup Barrel BowlS/PACK","1","PK",249293
"248181",248181.41,"2015-01-28 12:00:00","2015-01-28 12:00:00","CTL-CS-3-P","8.8X6.8 FIBER LID/PACK","1","PK",248181
"248181",248181.33,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPL-CS-12DP-P","Clear Dome Lids 12/16/20/24 oz cup 10/pk","1","PK",248181
"249121",249121.1.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U15B","15 OZ HAMBURGER CLAMSHELL UNBLEACH","2","CS",249121
"249121",249121.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U15B","15 OZ HAMBURGER CLAMSHELL UNBLEACH","103","CS",249121
"249244",249244.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U9T","9X9X3 THREE COMPT-(UNBLEACHED)","50","CS",249244
"249121",249121.3.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U9T","9X9X3 THREE COMPT-(UNBLEACHED)","47","CS",249121
"249121",249121.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U9T","9X9X3 THREE COMPT-(UNBLEACHED)","3","CS",249121
"249244",249244.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U9","9X9X3-SINGLE COMPT ( UNBLEACHED)","50","CS",249244
"249121",249121.2.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U9","9X9X3-SINGLE COMPT ( UNBLEACHED)","47","CS",249121
"249121",249121.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-U9","9X9X3-SINGLE COMPT ( UNBLEACHED)","3","CS",249121
"249121",249121.4.02,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-UHB","HOAGIE BOX-SUGAR CANE FIBER UNBLEACHED","103","CS",249121
"249121",249121.4.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-UHB","HOAGIE BOX-SUGAR CANE FIBER UNBLEACHED","3","CS",249121
"249121",249121.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","TOCP-SC-UHB","HOAGIE BOX-SUGAR CANE FIBER UNBLEACHED","14","CS",249121
"248181",248181.105,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U8T-P","8X8.5X2 53 COMP CLAMPSHELL -PACK","1","EA",248181
"249271",249271.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","CT-SC-U3","8.8X6.8X3 Fiber Box compos. cs/400","12","CS",249271
"249088",249088.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","CT-SC-U3","8.8X6.8X3 Fiber Box compos. cs/400","1","CS",249088
"248181",248181.113,"2015-01-28 12:00:00","2015-01-28 12:00:00","TR-SC-UL6-P","15x6x03 Tray Unbleached pack","1","PK",248181
"248181",248181.70,"2015-01-28 12:00:00","2015-01-28 12:00:00","FP-SC-U3-P","8.5X6.6X3 Flap Container-Packs","1","PK",248181
"248181",248181.40,"2015-01-28 12:00:00","2015-01-28 12:00:00","CT-SC-U3-P","8.8x6x8x3 Fiber Box -Packs","1","PK",248181
"248181",248181.39,"2015-01-28 12:00:00","2015-01-28 12:00:00","CT-SC-U2-P","8.8x6.8x2.25 Fiber box -Packs","1","PK",248181
"248181",248181.42,"2015-01-28 12:00:00","2015-01-28 12:00:00","CTL-SC-U3-P","Lids for 8.88x6.8 Fiber Boxes -Packs","1","PK",248181
"248181",248181.117,"2015-01-28 12:00:00","2015-01-28 12:00:00","TRL-CS-8-P","8X6 TRAY LID/PACK","1","PK",248181
"248181",248181.118,"2015-01-28 12:00:00","2015-01-28 12:00:00","TRL-CS-8D-P","8X6 DOUBLE COMPARTMENT TRYLID/PACKS","1","PK",248181
"248181",248181.38,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPL-CS-9F-P","Clear flat lids 3-9 oz  pack","1","PK",248181
"248181",248181.54,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-22C-P","22 OZ COLD CUP-COMPOSTABLE /PACKS","1","PK",248181
"249266",249266.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","SB-CS-24","24 oz Salad Bowls-Ingeo-Compostable","1","CS",249266
"249285",249285.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BTRT-WS-12","BATHROOM TISSUE- 4 PKS OF 12","1","CS",249285
"248181",248181.15,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-UBBS-P","LID FOR SMALL BURRITO BOWLS 8 PKS OF 50","1","PK",248181
"248181",248181.47,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12C-P","12 OZ COLD CUP-COMPOSTABLE /PACKS","1","PK",248181
"249240",249240.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12C-P","12 OZ COLD CUP-COMPOSTABLE /PACKS","1","PK",249240
"248181",248181.107,"2015-01-28 12:00:00","2015-01-28 12:00:00","TR-SC-U10-P","9.8 X7.5 Single Compartment Trays /packs","1","PK",248181
"248181",248181.108,"2015-01-28 12:00:00","2015-01-28 12:00:00","TR-SC-U10T-P","9.8 X 7.5 Three Compartment Tray / pack","1","PK",248181
"248181",248181.110,"2015-01-28 12:00:00","2015-01-28 12:00:00","TR-SC-U8D-P","8X6 Double Compartment Trays/packs","1","PK",248181
"248181",248181.109,"2015-01-28 12:00:00","2015-01-28 12:00:00","TR-SC-U8-P","8x6 Single Compartment Trays/packs","1","PK",248181
"248181",248181.11,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-SC-UBBS-P","24 OZ BURRITO BOWL CS/500/PACKS","1","PK",248181
"248181",248181.59,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8D-P","8 oz Double Wall Cup Comp. -pack","1","PK",248181
"249240",249240.15,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8D-P","8 oz Double Wall Cup Comp. -pack","1","PK",249240
"248181",248181.48,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12D-P","12 oz Double Wall Cup Comp.-pack","1","PK",248181
"249240",249240.9,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12D-P","12 oz Double Wall Cup Comp.-pack","1","PK",249240
"248181",248181.51,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-16D-P","16 oz Double Wall Cup Comp -pack","1","PK",248181
"249240",249240.12,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-16D-P","16 oz Double Wall Cup Comp -pack","1","PK",249240
"248181",248181.81,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-TP-10-P","10 PLATE REUSABLE COMPOSTABLE/PACK","1","EA",248181
"249293",249293.9,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-TP-10-P","10 PLATE REUSABLE COMPOSTABLE/PACK","1","EA",249293
"248181",248181.82,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-TP-9-P","9 PLATE REUSABLE COMPOSTABLE /PACK","1","PK",248181
"249293",249293.10,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-TP-9-P","9 PLATE REUSABLE COMPOSTABLE /PACK","1","PK",249293
"248181",248181.93,"2015-01-28 12:00:00","2015-01-28 12:00:00","SB-CS-24-P","24 OZ SALAD BOWL -INGEO- PACK OF 50","1","PK",248181
"248181",248181.119,"2015-01-28 12:00:00","2015-01-28 12:00:00","TRL-SC-UAR-P","6.5x5 Tray Lid Compost Case/600","1","PK",248181
"249293",249293.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-SC-U4-P","4 OZ CUP LID/PACKS","1","PK",249293
"249254",249254.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-SC-U4-P","4 OZ CUP LID/PACKS","1","PK",249254
"249241",249241.3.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-24-SAMBAZON","24 oz Round Deli Container CASE OF 500","90","CS",249241
"249241",249241.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-24-SAMBAZON","24 oz Round Deli Container CASE OF 500","10","CS",249241
